R606697,R853780
R156058,R230608
R298969,R193780
R702003,R757472
R557083,R212246
R426422,R964699
R272184,R179021
R778281,R764727
R833997,R559658
R798027,R681583
R656593,R549921
R520409,R596957
R665398,R821592
R225887,R289265
R354640,R983910
R607571,R278016
R382934,R481576
R535323,R138702
R655838,R116474
R620748,R744549
R915242,R691180
R572422,R761428
R105818,R782139
R921857,R130242
R301498,R977165
R586884,R856470
R271931,R779410
R236845,R320736
R255312,R766129
R892029,R449576
R873388,R327541
R569049,R746330
R464440,R159737
R247541,R550945
R111047,R877246
R710353,R955191
R455003,R643600
R373036,R259956
R394236,R932852
R793466,R447478
R449710,R781339
R459204,R138386
R865093,R727415
R724973,R554045
R155991,R246389
R961563,R615739
R608498,R735763
R941579,R417296
R517037,R249022
R106174,R823510
R626776,R992565
R713452,R904676
R880197,R528268
R281247,R394878
R161090,R785395
R536153,R299228
R629364,R647096
R529121,R356650
R830313,R930527
R399861,R516272
R779556,R167096
R995847,R798313
R329661,R538037
R429678,R737866
R507428,R509996
R718165,R266608
R445507,R220870
R555484,R883549
R961025,R993127
R164389,R256918
R570344,R395251
R855472,R899907
R376059,R823013
R625970,R753220
R684140,R235069
R208279,R863191
R990669,R730964
R828231,R119474
R878289,R939786
R821391,R102524
R702942,R111232
R167183,R232588
R713894,R838703
R602565,R852344
R281309,R144997
R667573,R798952
R116074,R772216
R833130,R277079
R651443,R436778
R721490,R401975
R501856,R998241
R331746,R970709
R924749,R558021
R448043,R404259
R248629,R140166
R603403,R945223
R604845,R614390
R534837,R718975
R643833,R726317
R298208,R639175
R635766,R665361
R799166,R445943
R844542,R435695
R453978,R695359
R166706,R378252
R397544,R207458
R700559,R633126
R665526,R598372
R837023,R897481
R869706,R539728
R997161,R187306
R922076,R762445
R634979,R760273
R628221,R678929
R629126,R269021
R911300,R702426
R725503,R635749
R964389,R889608
R270951,R284045
R103237,R918253
R268544,R472767
R533471,R659202
R972105,R816979
R336285,R409392
R444230,R839140
R935559,R680894
R451619,R455274
R915626,R167638
R879738,R211825
R688687,R765428
R175510,R913622
R165657,R720655
R445748,R295330
R383757,R291315
R129466,R974902
R156661,R278362
R928117,R112658
R163030,R864980
R430217,R936635
R488067,R683491
R116769,R190082
R632059,R670428
R772285,R655421
R881849,R376029
R980116,R401519
R975958,R210639
R283339,R521996
R754352,R987167
R139218,R272377
R595726,R126671
R972503,R749964
R294806,R493109
R460501,R794956
R153777,R958636
R322714,R725507
R181530,R272308
R970159,R545602
R406346,R390478
R269072,R814458
R687087,R676053
R698162,R465882
R754691,R986770
R751790,R603675
R845757,R144475
R257396,R412227
R678407,R710546
R144398,R106641
R541437,R533894
R510465,R692336
R135699,R507871
R405672,R466157
R438649,R317243
R100233,R165219
R172416,R201165
R603366,R508500
R224370,R670152
R771419,R763737
R440377,R560451
R359327,R826430
R890606,R562918
R961180,R501506
R459088,R772631
R677481,R404567
R791223,R414673
R300718,R834929
R768626,R315757
R874588,R432149
R722125,R390383
R983301,R518639
R618720,R596688
R896525,R680671
R201396,R632089
R137217,R855438
R466287,R509037
R375923,R589701
R912477,R794203
R316553,R448840
R257642,R818036
R836700,R201586
R979521,R693743
R908479,R140334
R934187,R818743
R116306,R662826
R714149,R188321
R236401,R889812
R855641,R711908
R865989,R490433
R979232,R931897
R913963,R938027
R316422,R486879
R584478,R560099
R529503,R508854
R190870,R496543
R930106,R500472
R507353,R158234
R113551,R382332
R390787,R926127
R993246,R594715
R990679,R946682
R524286,R474304
R367598,R115143
R694300,R803763
R385054,R699235
R808832,R511000
R241816,R178576
R330382,R573260
R393117,R318463
R104103,R233346
R293372,R861634
R759683,R937153
R909371,R834193
R318845,R613946
R102961,R338036
R588589,R585719
R436449,R408260
R438048,R845768
R750108,R758326
R216086,R572622
R242098,R869924
R594075,R580810
R194658,R812488
R729549,R142947
R554048,R431059
R367550,R462619
R119235,R366124
R146081,R666708
R597165,R874292
R693335,R657367
R515625,R205558
R554429,R452031
R193828,R945268
R210146,R456712
R160314,R400834
R140082,R590634
R174404,R319105
R120967,R610237
R705372,R690565
R313699,R758823
R441519,R765349
R769872,R868431
R492548,R833153
R943691,R401998
R408840,R663906
R699902,R774497
R199185,R678069
R134220,R125571
R329208,R236552
R231996,R911252
R648583,R208268
R498337,R253875
R204675,R488323
R923896,R397571
R590835,R477919
R144262,R442712
R221727,R982518
R119107,R566587
R193809,R254674
R480949,R185840
R502082,R992356
R186772,R477761
R743619,R415473
R484061,R636067
R495413,R802864
R244811,R545438
R102133,R987404
R845927,R593996
R153560,R430189
R208291,R448960
R890213,R947830
R822087,R222289
R951879,R619095
R608611,R205260
R393550,R799411
R566008,R178495
R974240,R726150
R277382,R116940
R284096,R928235
R985533,R330683
R724588,R155426
R190462,R307213
R863828,R580372
R924299,R839132
R819008,R319475
R854423,R507551
R107090,R485371
R571499,R196115
R647249,R727209
R228447,R356101
R942205,R149100
R355110,R708460
R428685,R242508
R161527,R605700
R961475,R416350
R255485,R328074
R553231,R774844
R638743,R356701
R154300,R656592
R129964,R515029
R831478,R915425
R771508,R800429
R375311,R735330
R150580,R701903
R456059,R804753
R321014,R797866
R236100,R512587
R803180,R655430
R540002,R226410
R845073,R864918
R760630,R794317
R505709,R873833
R411927,R406545
R716042,R932382
R131782,R731972
R678558,R968005
R653664,R981818
R142581,R354744
R644809,R682745
R453020,R228675
R153966,R853095
R100501,R135388
R491656,R292013
R151414,R914085
R531189,R220382
R814905,R737055
R797730,R997576
R987353,R723734
R989238,R105338
R929465,R803449
R823297,R927072
R125125,R500502
R812671,R523572
R577458,R598187
R811115,R963756
R870222,R606720
R879639,R227224
R877491,R430623
R627429,R809187
R247138,R296663
R115795,R468776
R179374,R861746
R476525,R606025
R907653,R788720
R726343,R828185
R431291,R753585
R475912,R894660
R996412,R894120
R215325,R189437
R946164,R807924
R177014,R993238
R408289,R684865
R794688,R725633
R183857,R838370
R302601,R898817
R600900,R140750
R666008,R555757
R671604,R669582
R498399,R903905
R310361,R868257
R203608,R182884
R996252,R822965
R213997,R166987
R863496,R742237
R304227,R135617
R701402,R799164
R215629,R846680
R287583,R136014
R681195,R590323
R637563,R443689
R811889,R484887
R535165,R102565
R205935,R567277
R207087,R139589
R481260,R519932
R117420,R619988
R429305,R427989
R960028,R391231
R437205,R323613
R543622,R467862
R663529,R240891
R253033,R891933
R598447,R130325
R951430,R937559
R168823,R710441
R787554,R187890
R105302,R988759
R836317,R671058
R612921,R305976
R191975,R846495
R936445,R632194
R325228,R403544
R664246,R493682
R305403,R872278
R927782,R633740
R414334,R902687
R467070,R429083
R311077,R187974
R933047,R633748
R618419,R541664
R738233,R579301
R591307,R194673
R239403,R928184
R358373,R950607
R841581,R471493
R187143,R499076
R572094,R564817
R741246,R926163
R216466,R834273
R539978,R933040
R318892,R184192
R792616,R267009
R478875,R783475
R715320,R404343
R959680,R483985
R918353,R193787
R449714,R540828
R573762,R867810
R649598,R913224
R338771,R761832
R933260,R549232
R907813,R116182
R740861,R384331
R932514,R455739
R958614,R803260
R920379,R326798
R200069,R904920
R104929,R263178
R223674,R473920
R177047,R911369
R935092,R513095
R613243,R670533
R958468,R652048
R833781,R616972
R957598,R733757
R156859,R638398
R604968,R214863
R937303,R193185
R968458,R303782
R319835,R545975
R647243,R597460
R692343,R960328
R999760,R822711
R551563,R865393
R378004,R638847
R712190,R422612
R285857,R986286
R143039,R593614
R517205,R214649
R539324,R388429
R144621,R456821
R411397,R589950
R812774,R492054
R405257,R544915
R304775,R550330
R212082,R709793
R900137,R540320
R706118,R510033
R891554,R587354
R720307,R960181
R704948,R442251
R312019,R821460
R721004,R247834
R166119,R243391
R131292,R906388
R597329,R631028
R173976,R567394
R624530,R453116
R470063,R103166
R130356,R209715
R794625,R851410
R806583,R550221
R978933,R755760
R224253,R787301
R629769,R980379
R688115,R246962
R357218,R276740
R230948,R198550
R160290,R379424
R283848,R780258
R844570,R424430
R645229,R542644
R118486,R660689
R719784,R559541
R662773,R181026
R143331,R106823
R561372,R753523
R496843,R593226
R158279,R682308
R906553,R671235
R746353,R454957
R123306,R790842
R756994,R814944
R987209,R267362
R283870,R570428
R105503,R420171
R946995,R254752
R704097,R738959
R494575,R605703
R900535,R666972
R968477,R987920
R155080,R577967
R308704,R292450
R456274,R992722
R856157,R705128
R266582,R504330
R377248,R477744
R379404,R980455
R639898,R242274
R113087,R672937
R501917,R378397
R246921,R772690
R845787,R987889
R295962,R355767
R865291,R369951
R616537,R920468
R114474,R196100
R129624,R597809
R723203,R474399
R808600,R960284
R272035,R939753
R835155,R424610
R801562,R642101
R733755,R316678
R932023,R153224
R580605,R739917
R377184,R227662
R259290,R931728
R688616,R967489
R910899,R219759
R383188,R340631
R480471,R272553
R267394,R595395
R476448,R758342
R435534,R528445
R928154,R216547
R227864,R954630
R901619,R339367
R672586,R917657
R573620,R707450
R352498,R416824
R364660,R330578
R968825,R942893
R162984,R189661
R484561,R150903
R803630,R799756
R259775,R188107
R513454,R743565
R839244,R641159
R951002,R583666
R775983,R460372
R582695,R250966
R176104,R711670
R977166,R602652
R485000,R617103
R498792,R284477
R664407,R301651
R136332,R705439
R194160,R946809
R132051,R149539
R923697,R821356
R610901,R803720
R688390,R821829
R267669,R807036
R765531,R499661
R585651,R731538
R726987,R158773
R707673,R149426
R496525,R720903
R238206,R421938
R540690,R782759
R303311,R868859
R762428,R614013
R165448,R207109
R212911,R779988
R290187,R921746
R519241,R205071
R279753,R949587
R794337,R688800
R181228,R514370
R311834,R762925
R459973,R818383
R177436,R840310
R445365,R437585
R943238,R538219
R296777,R667624
R629405,R344197
R101090,R166190
R133587,R808451
R748191,R737845
R221020,R363648
R814053,R111589
R957810,R962236
R864965,R465254
R412827,R584115
R183698,R291881
R194559,R777877
R368302,R735439
R506700,R297994
R997238,R618105
R215583,R336112
R495112,R694244
R124621,R105707
R574173,R638564
R387002,R242044
R199487,R737296
R326640,R381407
R993194,R700328
R762542,R116894
R216885,R351054
R838459,R725978
R806904,R866472
R936005,R784504
R999388,R179588
R229678,R578811
R266477,R668903
R417789,R437276
R428990,R449867
R607988,R794055
R171105,R379120
R166736,R623251
R911997,R574769
R923180,R518867
R510258,R220590
R331979,R590906
R775148,R750309
R318838,R835717
R439796,R528290
R347443,R503756
R925075,R217888
R798483,R597881
R236106,R938497
R335925,R177747
R182401,R819342
R838024,R270908
R252677,R112893
R398637,R164080
R985090,R639491
R641001,R158220
R289472,R644802
R649054,R197078
R249783,R848510
R663852,R102059
R257979,R483481
R472956,R266892
R865816,R971119
R431083,R424929
R722131,R414960
R746115,R588154
R196461,R389413
R897989,R370891
R112699,R104745
R602333,R304017
R848621,R886525
R715084,R217411
R960460,R292521
R963314,R856959
R927256,R909420
R783860,R290587
R381605,R251371
R161401,R845978
R193642,R289259
R781414,R304650
R602286,R737956
R669259,R283348
R115250,R132581
R243752,R222303
R941701,R349422
R865639,R223310
R689528,R210823
R542404,R173648
R843093,R688474
R699150,R567293
R250269,R765715
R845413,R920740
R147724,R351316
R751582,R220495
R618561,R584430
R254557,R533507
R325124,R811349
R953345,R409682
R217559,R848781
R870007,R884371
R988841,R329456
R664639,R112574
R733927,R732331
R479486,R149337
R358437,R209819
R393912,R219751
R708185,R992221
R880789,R838081
R459819,R668919
R946827,R891644
R256501,R924605
R502604,R728124
R239352,R817639
R419667,R892750
R708542,R192523
R540383,R962190
R914458,R831712
R227298,R587257
R713101,R378145
R458761,R654288
R245290,R397066
R157002,R813982
R557689,R570407
R363305,R244916
R513275,R901221
R900222,R925390
R653811,R799556
R260181,R632107
R391296,R849634
R401661,R580719
R612523,R776024
R528173,R770368
R415751,R972008
R613880,R734833
R294380,R102165
R895554,R842173
R282472,R817888
R546507,R985824
R650061,R536187
R938622,R579667
R252295,R133343
R598646,R171868
R486796,R516184
R186653,R261584
R721873,R445092
R797159,R424272
R329406,R239503
R899029,R900721
R988187,R423813
R250136,R540362
R278482,R264686
R643764,R109888
R322334,R537432
R282170,R366748
R355025,R841060
R877756,R705811
R283959,R107892
R564753,R714846
R673159,R627068
R815593,R251873
R612074,R693905
R462060,R456959
R899349,R877813
R347232,R933546
R195186,R683476
R618507,R759777
R783713,R853958
R836242,R761741
R558502,R571852
R426809,R718169
R133040,R164500
R370366,R943235
R327057,R124743
R790410,R750879
R623848,R746233
R985081,R244676
R945004,R655179
R580803,R865500
R846608,R592826
R480181,R312961
R739925,R437379
R271176,R399735
R630128,R637448
R910049,R445573
R793030,R832777
R390775,R415167
R902097,R293078
R991485,R990264
R178153,R154330
R362055,R151196
R324252,R790698
R499767,R546078
R862895,R814760
R379957,R292076
R756330,R283968
R551823,R101182
R110480,R661774
R935971,R799637
R588200,R933037
R405510,R297924
R356585,R801178
R363870,R348304
R722304,R595757
R680589,R406493
R426730,R703775
R867277,R612623
R214356,R315755
R789809,R836448
R965912,R969256
R920767,R396434
R220044,R139794
R516947,R834887
R508541,R127718
R198540,R809828
R563057,R464153
R621566,R249734
R443721,R721877
R994915,R923486
R407104,R428867
R761597,R960894
R890888,R911179
R877543,R356052
R362681,R375448
R693411,R246299
R300889,R429206
R116878,R466610
R617257,R823396
R206398,R213727
R322984,R993141
R595608,R132687
R495167,R814255
R401332,R950988
R928772,R631274
R274415,R824073
R407566,R792713
R670935,R443428
R354642,R889862
R946705,R957350
R752634,R835765
R453657,R744590
R404550,R343029
R142516,R753102
R309098,R171989
R646857,R979959
R924692,R540762
R476684,R526712
R233041,R924693
R666160,R630689
R246699,R808432
R406986,R261108
R479440,R872697
R321216,R412206
R318336,R237217
R794389,R990413
R578453,R464455
R429968,R385713
R441389,R431337
R624514,R373139
R460934,R734801
R693385,R774501
R554627,R834135
R665637,R143542
R926998,R941025
R517864,R900278
R182607,R936882
R728487,R633817
R335682,R499727
R781634,R261498
R656640,R148466
R998011,R615810
R508321,R289155
R525956,R530909
R959623,R136873
R178043,R647548
R587910,R632722
R996397,R344148
R104913,R640342
R192299,R119634
R378569,R498243
R601824,R812163
R356044,R870814
R199175,R970102
R125778,R127571
R567744,R748672
R171396,R153057
R548954,R929504
R840418,R603206
R933416,R272068
R261265,R916984
R261272,R300922
R864009,R217321
R213783,R903366
R396592,R587584
R583888,R498891
R903127,R869426
R168471,R761095
R940132,R736625
R802529,R480720
R101688,R602445
R665867,R696773
R833174,R772787
R847548,R757780
R921416,R387375
R759199,R851796
R145465,R119479
R995271,R851639
R168745,R520847
R775485,R741787
R911885,R114588
R280890,R253637
R298248,R408758
R417995,R323178
R323449,R152654
R250765,R798788
R631093,R644700
R723698,R431844
R243888,R439254
R252227,R395413
R826479,R627503
R817076,R536759
R886908,R148748
R147118,R914659
R332946,R204195
R253672,R880834
R110908,R611709
R118600,R815183
R327015,R571538
R420255,R580268
R242544,R524136
R466107,R832558
R778678,R908602
R922531,R299416
R830695,R659156
R535936,R810473
R858152,R128412
R390395,R347404
R250250,R219303
R647144,R150924
R572446,R408174
R863688,R803610
R262882,R926128
R466149,R296338
R896769,R873056
R649165,R496285
R873717,R853901
R484557,R453354
R744238,R543413
R435217,R590574
R129854,R496241
R484465,R784294
R667462,R738655
R660178,R412912
R725791,R462299
R582683,R971509
R342101,R562215
R382857,R620448
R566300,R135352
R911271,R681516
R326380,R581280
R492997,R253105
R233398,R787529
R856176,R479345
R373704,R771537
R953198,R520788
R732754,R696794
R801378,R505179
R939810,R888161
R117669,R578713
R524964,R738001
R508682,R481350
R362040,R998061
R708718,R555547
R412281,R905303
R644916,R236502
R694523,R727566
R390604,R266100
R287628,R614455
R766183,R358005
R887475,R974147
R515681,R490149
R353296,R507009
R984011,R282674
R572563,R304323
R295602,R361796
R717519,R860616
R972585,R780930
R388001,R500791
R685965,R177852
R584803,R179085
R738970,R230787
R157908,R943164
R423211,R899364
R797445,R862597
R459440,R543082
R981846,R430575
R472330,R589675
R472925,R451192
R638226,R753985
R522806,R989719
R322139,R709719
R488414,R586770
R254400,R502197
R591797,R844077
R888583,R542861
R185533,R255679
R178729,R537243
R121209,R898477
R372483,R939616
R849884,R993873
R721935,R297429
R891305,R966021
R946150,R186276
R580812,R980554
R122548,R939523
R998309,R278882
R199685,R269735
R872975,R443192
R841278,R501806
R701936,R510112
R175878,R212230
R648631,R782137
R429928,R494802
R304270,R803384
R867362,R268665
R721599,R913318
R354296,R228468
R400681,R548274
R496871,R776786
R557971,R657571
R522333,R386886
R356327,R198790
R112099,R650357
R578231,R759295
R635568,R222029
R959190,R608825
R427533,R594862
R769811,R891586
R101722,R935482
R962053,R812562
R561799,R231263
R982969,R554000
R950993,R453719
R820571,R989334
R831443,R190472
R960360,R360948
R982545,R310992
R270687,R277136
R809883,R577149
R660200,R554260
R576526,R758159
R707064,R992149
R481958,R224239
R433792,R282216
R353982,R545514
R440206,R555338
R134804,R303945
R347467,R314483
R867472,R861021
R274344,R100125
R617530,R687204
R570334,R970750
R512351,R841760
R889841,R760816
R333399,R972242
R574047,R580514
R404382,R766832
R270994,R668100
R479902,R615432
R998898,R837185
R578640,R934675
R653626,R817619
R608168,R502697
R690305,R304544
R466026,R921842
R495814,R327675
R519544,R806806
R958785,R717642
R980343,R305658
R503053,R296362
R884298,R813150
R790167,R723512
R636248,R192871
R929985,R782754
R817683,R151217
R357466,R310046
R230922,R173558
R854616,R336643
R291686,R347764
R701669,R641882
R141299,R946770
R661215,R976098
R543858,R669936
R617426,R267539
R448518,R935056
R894067,R785289
R283730,R756596
R116723,R878342
R798410,R765308
R629404,R740868
R450247,R143552
R700385,R681631
R319764,R241220
R902853,R637041
R775368,R290490
R624158,R733188
R739133,R237166
R800894,R580472
R813871,R500287
R387238,R622258
R401831,R782337
R374281,R416238
R258618,R808974
R195326,R626174
R528175,R172186
R616056,R513251
R323520,R594219
R392096,R944363
R363282,R196240
R329337,R564323
R463805,R173210
R315309,R173704
R617488,R113231
R132573,R633570
R216750,R616567
R644225,R699003
R904341,R435348
R578844,R528365
R298188,R319090
R485192,R472142
R205794,R565527
R679890,R920892
R235260,R155403
R911524,R490070
R229225,R464364
R149928,R123081
R687822,R676717
R170899,R872093
R871326,R667417
R274778,R248236
R851127,R466986
R373008,R461071
R597490,R420749
R392146,R590337
R453058,R394012
R567841,R402517
R182033,R177497
R268485,R951388
R475553,R296945
R372497,R117761
R601072,R654119
R743569,R368564
R900612,R365051
R527970,R517829
R261404,R632794
R384504,R680989
R545288,R966929
R975481,R424285
R409134,R661956
R240912,R138895
R220029,R462234
R481631,R406633
R317086,R315689
R183115,R432260
R621091,R267128
R777389,R784566
R930429,R893012
R677041,R727203
R646038,R761427
R991031,R622233
R772012,R621726
R612008,R163140
R935788,R678515
R708973,R706410
R197924,R797395
R480863,R803163
R105193,R364165
R610577,R695990
R520803,R564069
R384901,R565941
R277081,R873459
R236498,R968581
R960515,R901861
R810820,R537012
R565103,R208817
R629491,R120107
R810450,R849775
R849959,R559442
R328916,R678722
R919009,R546855
R519018,R357021
R868881,R725241
R993933,R935402
R684606,R337937
R641985,R210359
R615806,R318670
R920360,R180299
R396082,R900688
R852793,R702947
R771859,R332812
R910632,R792603
R770478,R656641
R639511,R992535
R273384,R960904
R263070,R648213
R584487,R105262
R599887,R313789
R211440,R143997
R845561,R276034
R206173,R963763
R663416,R688902
R939474,R875971
R412826,R698807
R525106,R348160
R510156,R531430
R375867,R155270
R377056,R857907
R191417,R132724
R820156,R286672
R272496,R299757
R303896,R620093
R521024,R931709
R914412,R532261
R526754,R337720
R720715,R352279
R789518,R550299
R869477,R440325
R429534,R873761
R591000,R520775
R113756,R350691
R335528,R108391
R905334,R340532
R754336,R239666
R522092,R235130
R988372,R456772
R301365,R345795
R808724,R427450
R683255,R181663
R852955,R941720
R449834,R139778
R703995,R144667
R889622,R781843
R449200,R971978
R845720,R152719
R964196,R306042
R290089,R278949
R352827,R187931
R936236,R728456
R663352,R875111
R145001,R909392
R991308,R178085
R191970,R409738
R615318,R230292
R290536,R136674
R665338,R425521
R699742,R867822
